Gene_ID,GO_ID,GO_Term,Ontology
Ca_01849,GO:0017111,ribonucleoside triphosphate phosphatase activity,MF
Ca_01850,GO:0009523,photosystem II,CC
Ca_01850,GO:0009654,photosystem II oxygen evolving complex,CC
Ca_01850,GO:0015979,photosynthesis,BP
Ca_01850,GO:0042651,thylakoid membrane,CC
Ca_01852,GO:0004672,protein kinase activity,MF
Ca_01852,GO:0004674,protein serine/threonine kinase activity,MF
Ca_01852,GO:0005524,ATP binding,MF
Ca_01852,GO:0006468,protein phosphorylation,BP
Ca_01852,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_01854,GO:0005634,nucleus,CC
Ca_01854,GO:0008270,zinc ion binding,MF
Ca_01855,GO:0003743,translation initiation factor activity,MF
Ca_01855,GO:0003924,GTPase activity,MF
Ca_01855,GO:0005525,GTP binding,MF
Ca_01855,GO:0005622,intracellular anatomical structure,CC
Ca_01855,GO:0006413,translational initiation,BP
Ca_01856,GO:0003777,microtubule motor activity,MF
Ca_01856,GO:0005524,ATP binding,MF
Ca_01856,GO:0005871,kinesin complex,CC
Ca_01856,GO:0007018,microtubule-based movement,BP
Ca_01856,GO:0008017,microtubule binding,MF
Ca_01857,GO:0004672,protein kinase activity,MF
Ca_01857,GO:0004674,protein serine/threonine kinase activity,MF
Ca_01857,GO:0005524,ATP binding,MF
Ca_01857,GO:0006468,protein phosphorylation,BP
Ca_01857,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_01858,GO:0004672,protein kinase activity,MF
Ca_01858,GO:0004674,protein serine/threonine kinase activity,MF
Ca_01858,GO:0005515,protein binding,MF
Ca_01858,GO:0005524,ATP binding,MF
Ca_01858,GO:0006468,protein phosphorylation,BP
Ca_01858,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_01859,GO:0000786,nucleosome,CC
Ca_01859,GO:0003677,DNA binding,MF
Ca_01859,GO:0006334,nucleosome assembly,BP
Ca_01859,GO:0046982,protein heterodimerization activity,MF
Ca_01861,GO:0005515,protein binding,MF
Ca_01862,GO:0005515,protein binding,MF
Ca_01863,GO:0005515,protein binding,MF
Ca_01866,GO:0030410,nicotianamine synthase activity,MF
Ca_01866,GO:0030418,nicotianamine biosynthetic process,BP
Ca_01867,GO:0006511,ubiquitin-dependent protein catabolic process,BP
Ca_01869,GO:0008171,O-methyltransferase activity,MF
Ca_01870,GO:0003824,catalytic activity,MF
Ca_01870,GO:0010181,FMN binding,MF
Ca_01870,GO:0016491,oxidoreductase activity,MF
Ca_01871,GO:0005524,ATP binding,MF
Ca_01871,GO:0005737,cytoplasm,CC
Ca_01871,GO:0006457,protein folding,BP
Ca_01871,GO:0042026,protein refolding,BP
Ca_01875,GO:0000166,nucleotide binding,MF
Ca_01875,GO:0003676,nucleic acid binding,MF
Ca_01881,GO:0005506,iron ion binding,MF
Ca_01881,GO:0016491,oxidoreductase activity,MF
Ca_01881,GO:0016706,2-oxoglutarate-dependent dioxygenase activity,MF
Ca_01882,GO:0006511,ubiquitin-dependent protein catabolic process,BP
Ca_01886,GO:0005515,protein binding,MF
Ca_01888,GO:0006952,defense response,BP
Ca_01888,GO:0043531,ADP binding,MF
Ca_01893,GO:0000148,"1,3-beta-D-glucan synthase complex",CC
Ca_01893,GO:0003843,"1,3-beta-D-glucan synthase activity",MF
Ca_01893,GO:0006075,(1->3)-beta-D-glucan biosynthetic process,BP
Ca_01893,GO:0016020,membrane,CC
Ca_01895,GO:0005515,protein binding,MF
Ca_01896,GO:0016787,hydrolase activity,MF
Ca_01898,GO:0005515,protein binding,MF
Ca_01901,GO:0005506,iron ion binding,MF
Ca_01901,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Ca_01901,GO:0020037,heme binding,MF
Ca_01903,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",MF
Ca_01903,GO:0005975,carbohydrate metabolic process,BP
Ca_01904,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",MF
Ca_01904,GO:0005975,carbohydrate metabolic process,BP
Ca_01905,GO:0005506,iron ion binding,MF
Ca_01905,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Ca_01905,GO:0020037,heme binding,MF
Ca_01906,GO:0005506,iron ion binding,MF
Ca_01906,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Ca_01906,GO:0020037,heme binding,MF
Ca_01907,GO:0005506,iron ion binding,MF
Ca_01907,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Ca_01907,GO:0020037,heme binding,MF
Ca_01908,GO:0006508,proteolysis,BP
Ca_01908,GO:0008233,peptidase activity,MF
Ca_01908,GO:0008236,serine-type peptidase activity,MF
Ca_01908,GO:0016020,membrane,CC
Ca_01908,GO:0042720,mitochondrial inner membrane peptidase complex,CC
Ca_01909,GO:0008299,isoprenoid biosynthetic process,BP
Ca_01909,GO:0015979,photosynthesis,BP
Ca_01909,GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups",MF
Ca_01911,GO:0009813,flavonoid biosynthetic process,BP
Ca_01911,GO:0016872,intramolecular lyase activity,MF
Ca_01911,GO:0045430,chalcone isomerase activity,MF
Ca_01912,GO:0004672,protein kinase activity,MF
Ca_01912,GO:0004674,protein serine/threonine kinase activity,MF
Ca_01912,GO:0005524,ATP binding,MF
Ca_01912,GO:0006468,protein phosphorylation,BP
Ca_01912,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_01913,GO:0005515,protein binding,MF
Ca_01914,GO:0005515,protein binding,MF
Ca_01917,GO:0046872,metal ion binding,MF
Ca_01918,GO:0046872,metal ion binding,MF
Ca_01919,GO:0008168,methyltransferase activity,MF
Ca_01919,GO:0008171,O-methyltransferase activity,MF
Ca_01921,GO:0004747,ribokinase activity,MF
Ca_01921,GO:0006014,D-ribose metabolic process,BP
Ca_01921,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",MF
Ca_01924,GO:0003723,RNA binding,MF
Ca_01925,GO:0004672,protein kinase activity,MF
Ca_01925,GO:0004707,MAP kinase activity,MF
Ca_01925,GO:0005524,ATP binding,MF
Ca_01925,GO:0006468,protein phosphorylation,BP
Ca_01925,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_01927,GO:0016491,oxidoreductase activity,MF
Ca_01927,GO:0016706,2-oxoglutarate-dependent dioxygenase activity,MF
Ca_01929,GO:0016491,oxidoreductase activity,MF
Ca_01929,GO:0016706,2-oxoglutarate-dependent dioxygenase activity,MF
Ca_01931,GO:0004866,endopeptidase inhibitor activity,MF
Ca_01932,GO:0006814,sodium ion transport,BP
Ca_01932,GO:0008508,bile acid:sodium symporter activity,MF
Ca_01932,GO:0016020,membrane,CC
Ca_01934,GO:0006812,monoatomic cation transport,BP
Ca_01934,GO:0019829,ATPase-coupled monoatomic cation transmembrane transporter activity,MF
Ca_01935,GO:0003824,catalytic activity,MF
Ca_01935,GO:0008831,dTDP-4-dehydrorhamnose reductase activity,MF
Ca_01936,GO:0003824,catalytic activity,MF
Ca_01936,GO:0003825,"alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity",MF
Ca_01936,GO:0005992,trehalose biosynthetic process,BP
Ca_01937,GO:0003951,NAD+ kinase activity,MF
Ca_01937,GO:0006741,NADP+ biosynthetic process,BP
Ca_01937,GO:0008152,metabolic process,BP
Ca_01937,GO:0019674,NAD+ metabolic process,BP
Ca_01938,GO:0005622,intracellular anatomical structure,CC
Ca_01938,GO:0008270,zinc ion binding,MF
Ca_01941,GO:0005506,iron ion binding,MF
Ca_01941,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Ca_01941,GO:0020037,heme binding,MF
Ca_01944,GO:0004672,protein kinase activity,MF
Ca_01944,GO:0004674,protein serine/threonine kinase activity,MF
Ca_01944,GO:0005515,protein binding,MF
Ca_01944,GO:0005524,ATP binding,MF
Ca_01944,GO:0006468,protein phosphorylation,BP
Ca_01944,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_01945,GO:0004672,protein kinase activity,MF
Ca_01945,GO:0004674,protein serine/threonine kinase activity,MF
Ca_01945,GO:0005524,ATP binding,MF
Ca_01945,GO:0006468,protein phosphorylation,BP
Ca_01945,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_01946,GO:0004672,protein kinase activity,MF
Ca_01946,GO:0004674,protein serine/threonine kinase activity,MF
Ca_01946,GO:0005515,protein binding,MF
Ca_01946,GO:0005524,ATP binding,MF
Ca_01946,GO:0006468,protein phosphorylation,BP
Ca_01946,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_01947,GO:0004672,protein kinase activity,MF
Ca_01947,GO:0004674,protein serine/threonine kinase activity,MF
Ca_01947,GO:0005515,protein binding,MF
Ca_01947,GO:0005524,ATP binding,MF
Ca_01947,GO:0006468,protein phosphorylation,BP
Ca_01947,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_01948,GO:0022857,transmembrane transporter activity,MF
Ca_01948,GO:0055085,transmembrane transport,BP
Ca_01954,GO:0003700,DNA-binding transcription factor activity,MF
Ca_01954,GO:0006355,regulation of DNA-templated transcription,BP
Ca_01954,GO:0043565,sequence-specific DNA binding,MF
Ca_01955,GO:0003824,catalytic activity,MF
Ca_01955,GO:0006541,glutamine metabolic process,BP
Ca_01955,GO:0008242,omega peptidase activity,MF
Ca_01955,GO:0016787,hydrolase activity,MF
Ca_01956,GO:0003824,catalytic activity,MF
Ca_01956,GO:0006541,glutamine metabolic process,BP
Ca_01956,GO:0008242,omega peptidase activity,MF
Ca_01956,GO:0016787,hydrolase activity,MF
Ca_01957,GO:0005634,nucleus,CC
Ca_01957,GO:0006260,DNA replication,BP
Ca_01958,GO:0006508,proteolysis,BP
Ca_01958,GO:0008234,cysteine-type peptidase activity,MF
Ca_01960,GO:0006511,ubiquitin-dependent protein catabolic process,BP
Ca_01961,GO:0003924,GTPase activity,MF
Ca_01961,GO:0005525,GTP binding,MF
Ca_01963,GO:0003924,GTPase activity,MF
Ca_01963,GO:0005525,GTP binding,MF
Ca_01963,GO:0005622,intracellular anatomical structure,CC
Ca_01963,GO:0006886,intracellular protein transport,BP
Ca_01963,GO:0006913,nucleocytoplasmic transport,BP
Ca_01963,GO:0007165,signal transduction,BP
Ca_01963,GO:0007264,small GTPase-mediated signal transduction,BP
Ca_01963,GO:0015031,protein transport,BP
Ca_01963,GO:0016020,membrane,CC
Ca_01965,GO:0004197,cysteine-type endopeptidase activity,MF
Ca_01965,GO:0006508,proteolysis,BP
Ca_01970,GO:0003676,nucleic acid binding,MF
Ca_01970,GO:0046872,metal ion binding,MF
Ca_01971,GO:0006351,DNA-templated transcription,BP
Ca_01971,GO:0043565,sequence-specific DNA binding,MF
Ca_01972,GO:0005515,protein binding,MF
Ca_01976,GO:0004853,uroporphyrinogen decarboxylase activity,MF
Ca_01976,GO:0006779,porphyrin-containing compound biosynthetic process,BP
Ca_01980,GO:0003824,catalytic activity,MF
Ca_01980,GO:0006099,tricarboxylic acid cycle,BP
Ca_01980,GO:0008964,phosphoenolpyruvate carboxylase activity,MF
Ca_01980,GO:0015977,carbon fixation,BP
Ca_01981,GO:0016757,glycosyltransferase activity,MF
Ca_01982,GO:0019904,protein domain specific binding,MF
Ca_01983,GO:0000166,nucleotide binding,MF
Ca_01983,GO:0005524,ATP binding,MF
Ca_01983,GO:0017111,ribonucleoside triphosphate phosphatase activity,MF
Ca_01985,GO:0016881,acid-amino acid ligase activity,MF
Ca_01986,GO:0005515,protein binding,MF
Ca_01986,GO:0045454,cell redox homeostasis,BP
Ca_01987,GO:0008378,galactosyltransferase activity,MF
Ca_01987,GO:0016020,membrane,CC
Ca_01988,GO:0005515,protein binding,MF
Ca_01988,GO:0008080,N-acetyltransferase activity,MF
Ca_01988,GO:0008270,zinc ion binding,MF
Ca_01990,GO:0005525,GTP binding,MF
Ca_01990,GO:0005730,nucleolus,CC
Ca_01992,GO:0000166,nucleotide binding,MF
Ca_01992,GO:0005524,ATP binding,MF
Ca_01992,GO:0016020,membrane,CC
Ca_01992,GO:0016887,ATP hydrolysis activity,MF
Ca_01992,GO:0017111,ribonucleoside triphosphate phosphatase activity,MF
Ca_01996,GO:0003677,DNA binding,MF
Ca_01996,GO:0005524,ATP binding,MF
Ca_01996,GO:0006260,DNA replication,BP
Ca_01996,GO:0008033,tRNA processing,BP
Ca_02000,GO:0005515,protein binding,MF
Ca_02002,GO:0005509,calcium ion binding,MF
Ca_02002,GO:0055085,transmembrane transport,BP
Ca_02003,GO:0005515,protein binding,MF
Ca_02005,GO:0004177,aminopeptidase activity,MF
Ca_02005,GO:0006508,proteolysis,BP
Ca_02005,GO:0008235,metalloexopeptidase activity,MF
Ca_02006,GO:0003682,chromatin binding,MF
Ca_02006,GO:0005515,protein binding,MF
Ca_02006,GO:0008270,zinc ion binding,MF
Ca_02007,GO:0005509,calcium ion binding,MF
Ca_02007,GO:0007165,signal transduction,BP
Ca_02007,GO:0055085,transmembrane transport,BP
Ca_02008,GO:0003700,DNA-binding transcription factor activity,MF
Ca_02008,GO:0006355,regulation of DNA-templated transcription,BP
Ca_02008,GO:0043565,sequence-specific DNA binding,MF
Ca_02010,GO:0005515,protein binding,MF
Ca_02010,GO:0008270,zinc ion binding,MF
Ca_02011,GO:0003676,nucleic acid binding,MF
Ca_02011,GO:0004527,exonuclease activity,MF
Ca_02012,GO:0008270,zinc ion binding,MF
Ca_02012,GO:0016491,oxidoreductase activity,MF
Ca_02012,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",MF
Ca_02015,GO:0000166,nucleotide binding,MF
Ca_02015,GO:0005524,ATP binding,MF
Ca_02015,GO:0017111,ribonucleoside triphosphate phosphatase activity,MF
Ca_02016,GO:0000724,double-strand break repair via homologous recombination,BP
Ca_02016,GO:0019789,SUMO transferase activity,MF
Ca_02016,GO:0030915,Smc5-Smc6 complex,CC
Ca_02019,GO:0003677,DNA binding,MF
Ca_02019,GO:0003700,DNA-binding transcription factor activity,MF
Ca_02019,GO:0006355,regulation of DNA-templated transcription,BP
Ca_02020,GO:0005515,protein binding,MF
Ca_02021,GO:0003677,DNA binding,MF
Ca_02021,GO:0006355,regulation of DNA-templated transcription,BP
Ca_02023,GO:0003824,catalytic activity,MF
Ca_02023,GO:0008152,metabolic process,BP
Ca_02024,GO:0004672,protein kinase activity,MF
Ca_02024,GO:0005524,ATP binding,MF
Ca_02024,GO:0006468,protein phosphorylation,BP
Ca_02024,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_02026,GO:0003824,catalytic activity,MF
Ca_02026,GO:0004722,protein serine/threonine phosphatase activity,MF
Ca_02026,GO:0006470,protein dephosphorylation,BP
Ca_02027,GO:0003677,DNA binding,MF
Ca_02027,GO:0005634,nucleus,CC
Ca_02030,GO:0004672,protein kinase activity,MF
Ca_02030,GO:0004674,protein serine/threonine kinase activity,MF
Ca_02030,GO:0005515,protein binding,MF
Ca_02030,GO:0005524,ATP binding,MF
Ca_02030,GO:0006468,protein phosphorylation,BP
Ca_02030,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_02031,GO:0005515,protein binding,MF
Ca_02032,GO:0006855,xenobiotic transmembrane transport,BP
Ca_02032,GO:0015297,antiporter activity,MF
Ca_02032,GO:0016020,membrane,CC
Ca_02032,GO:0055085,transmembrane transport,BP
Ca_02034,GO:0005507,copper ion binding,MF
Ca_02034,GO:0009055,electron transfer activity,MF
Ca_02036,GO:0000287,magnesium ion binding,MF
Ca_02036,GO:0005737,cytoplasm,CC
Ca_02036,GO:0019509,L-methionine salvage from methylthioadenosine,BP
Ca_02036,GO:0043874,acireductone synthase activity,MF
Ca_02036,GO:0046872,metal ion binding,MF
Ca_02040,GO:0003723,RNA binding,MF
Ca_02041,GO:0005515,protein binding,MF
Ca_02041,GO:0008270,zinc ion binding,MF
Ca_02042,GO:0004252,serine-type endopeptidase activity,MF
Ca_02042,GO:0006508,proteolysis,BP
Ca_02043,GO:0004564,beta-fructofuranosidase activity,MF
Ca_02043,GO:0004575,sucrose alpha-glucosidase activity,MF
Ca_02045,GO:0008375,acetylglucosaminyltransferase activity,MF
Ca_02045,GO:0016020,membrane,CC
Ca_02046,GO:0004672,protein kinase activity,MF
Ca_02046,GO:0005515,protein binding,MF
Ca_02046,GO:0005524,ATP binding,MF
Ca_02046,GO:0006468,protein phosphorylation,BP
Ca_02046,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_02047,GO:0004672,protein kinase activity,MF
Ca_02047,GO:0004674,protein serine/threonine kinase activity,MF
Ca_02047,GO:0005524,ATP binding,MF
Ca_02047,GO:0006468,protein phosphorylation,BP
Ca_02047,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_02050,GO:0003735,structural constituent of ribosome,MF
Ca_02050,GO:0005840,ribosome,CC
Ca_02050,GO:0006412,translation,BP
Ca_02050,GO:0015935,small ribosomal subunit,CC
Ca_02052,GO:0004798,dTMP kinase activity,MF
Ca_02052,GO:0005507,copper ion binding,MF
Ca_02052,GO:0005524,ATP binding,MF
Ca_02052,GO:0005758,mitochondrial intermembrane space,CC
Ca_02052,GO:0006233,dTDP biosynthetic process,BP
Ca_02052,GO:0006825,copper ion transport,BP
Ca_02052,GO:0016531,copper chaperone activity,MF
Ca_02053,GO:0016881,acid-amino acid ligase activity,MF
Ca_02055,GO:0005515,protein binding,MF
Ca_02055,GO:0008270,zinc ion binding,MF
Ca_02056,GO:0016779,nucleotidyltransferase activity,MF
Ca_02057,GO:0015035,protein-disulfide reductase activity,MF
Ca_02057,GO:0045454,cell redox homeostasis,BP
Ca_02058,GO:0006952,defense response,BP
Ca_02061,GO:0006952,defense response,BP
Ca_02062,GO:0005525,GTP binding,MF
Ca_02062,GO:0005730,nucleolus,CC
Ca_02063,GO:0005525,GTP binding,MF
Ca_02063,GO:0005730,nucleolus,CC
Ca_02064,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",MF
Ca_02064,GO:0005975,carbohydrate metabolic process,BP
Ca_02065,GO:0005515,protein binding,MF
Ca_02068,GO:0005975,carbohydrate metabolic process,BP
Ca_02069,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",MF
Ca_02069,GO:0005975,carbohydrate metabolic process,BP
Ca_02072,GO:0008152,metabolic process,BP
Ca_02072,GO:0016491,oxidoreductase activity,MF
Ca_02072,GO:0016630,protochlorophyllide reductase activity,MF
Ca_02073,GO:0005515,protein binding,MF
Ca_02076,GO:0005515,protein binding,MF
Ca_02076,GO:0007165,signal transduction,BP
Ca_02077,GO:0000166,nucleotide binding,MF
Ca_02077,GO:0005524,ATP binding,MF
Ca_02077,GO:0016020,membrane,CC
Ca_02077,GO:0016887,ATP hydrolysis activity,MF
Ca_02077,GO:0017111,ribonucleoside triphosphate phosphatase activity,MF
Ca_02078,GO:0003677,DNA binding,MF
Ca_02078,GO:0006355,regulation of DNA-templated transcription,BP
Ca_02079,GO:0003677,DNA binding,MF
Ca_02079,GO:0006355,regulation of DNA-templated transcription,BP
Ca_02083,GO:0008152,metabolic process,BP
Ca_02083,GO:0008168,methyltransferase activity,MF
Ca_02084,GO:0003824,catalytic activity,MF
Ca_02085,GO:0000808,origin recognition complex,CC
Ca_02085,GO:0005634,nucleus,CC
Ca_02085,GO:0006260,DNA replication,BP
Ca_02086,GO:0004672,protein kinase activity,MF
Ca_02086,GO:0004674,protein serine/threonine kinase activity,MF
Ca_02086,GO:0005524,ATP binding,MF
Ca_02086,GO:0006468,protein phosphorylation,BP
Ca_02086,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_02090,GO:0008270,zinc ion binding,MF
Ca_02094,GO:0004252,serine-type endopeptidase activity,MF
Ca_02094,GO:0006508,proteolysis,BP
Ca_02095,GO:0003774,cytoskeletal motor activity,MF
Ca_02095,GO:0005515,protein binding,MF
Ca_02095,GO:0005524,ATP binding,MF
Ca_02095,GO:0016459,myosin complex,CC
Ca_02096,GO:0009765,"photosynthesis, light harvesting",BP
Ca_02096,GO:0016020,membrane,CC
Ca_02097,GO:0004519,endonuclease activity,MF
Ca_02097,GO:0004527,exonuclease activity,MF
Ca_02097,GO:0005634,nucleus,CC
Ca_02097,GO:0006259,DNA metabolic process,BP
Ca_02097,GO:0006302,double-strand break repair,BP
Ca_02097,GO:0016787,hydrolase activity,MF
Ca_02097,GO:0030145,manganese ion binding,MF
Ca_02099,GO:0005198,structural molecule activity,MF
Ca_02102,GO:0003677,DNA binding,MF
Ca_02102,GO:0003682,chromatin binding,MF
Ca_02103,GO:0005634,nucleus,CC
Ca_02103,GO:0007049,cell cycle,BP
Ca_02104,GO:0005515,protein binding,MF
Ca_02104,GO:0006511,ubiquitin-dependent protein catabolic process,BP
Ca_02104,GO:0008242,omega peptidase activity,MF
Ca_02104,GO:0008270,zinc ion binding,MF
Ca_02105,GO:0016740,transferase activity,MF
Ca_02105,GO:0030488,tRNA methylation,BP
Ca_02107,GO:0005509,calcium ion binding,MF
Ca_02108,GO:0004672,protein kinase activity,MF
Ca_02108,GO:0005524,ATP binding,MF
Ca_02108,GO:0006468,protein phosphorylation,BP
Ca_02108,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_02108,GO:0048544,recognition of pollen,BP
Ca_02109,GO:0005509,calcium ion binding,MF
Ca_02111,GO:0003700,DNA-binding transcription factor activity,MF
Ca_02111,GO:0005622,intracellular anatomical structure,CC
Ca_02111,GO:0006355,regulation of DNA-templated transcription,BP
